"Requested amount of %1 isn't available.","Die angegebene Menge von %1 ist nicht verfügbar."
Day,Tag
Days,Tage
Hour,Stunde
Hours,Std.
Min,Min.
Sec,Sek.
General,Allgemein
Enabled,Aktiviert
"Limited time offer","Zeitlich begrenztes Angebot"
"items left","Artikel verfügbar"
